It took 4.01598596572876 seconds to calculate the Mandelbrot graph.
It took 0.10479903221130371 seconds to dump the image.
         1272295 function calls (1250243 primitive calls) in 4.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  524/249    0.000    0.000    0.000    0.000 transforms.py:2400(<lambda>)
      108    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
      129    0.000    0.000    0.000    0.000 artist.py:1055(set_visible)
       60    0.000    0.000    0.000    0.000 lines.py:1241(set_markerfacecolor)
        7    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       14    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
    32/31    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
      163    0.000    0.000    0.000    0.000 __init__.py:1339(is_interactive)
      344    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
  306/282    0.000    0.000    0.000    0.000 results.py:176(__init__)
      130    0.000    0.000    0.000    0.000 axis.py:753(get_transform)
       18    0.000    0.000    0.000    0.000 cbook.py:293(connect)
     1171    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:440(_joinrealpath)
        6    0.000    0.000    0.000    0.000 typing.py:1449(__getitem__)
        3    0.000    0.000    0.000    0.000 colors.py:2331(autoscale_None)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       75    0.000    0.000    0.000    0.000 font_manager.py:798(set_style)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
        4    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
       47    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
       10    0.000    0.000    0.000    0.000 _base.py:1074(get_yaxis_text1_transform)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        4    0.000    0.000    0.000    0.000 colors.py:2612(_make_norm_from_scale)
       19    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
      254    0.000    0.000    0.000    0.000 core.py:3902(<genexpr>)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      438    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
      748    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
       72    0.000    0.000    0.000    0.000 text.py:901(get_unitless_position)
      419    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       31    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
       29    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       51    0.000    0.000    0.000    0.000 _methods.py:67(_all)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
     1171    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        9    0.000    0.000    0.000    0.000 core.py:1737(__call__)
       10    0.000    0.000    0.000    0.000 axis.py:453(_get_text2_transform)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
       34    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
        1    0.000    0.000    0.000    0.000 colorizer.py:334(_scale_norm)
       12    0.000    0.000    0.000    0.000 spines.py:235(_adjust_location)
        1    0.000    0.000    0.000    0.000 colorizer.py:65(_scale_norm)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        1    0.000    0.000    0.000    0.000 colors.py:1218(_init)
      673    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:627(_repr_fn)
      670    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       13    0.000    0.000    0.000    0.000 core.py:3050(__array_finalize__)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorizer.py:215(autoscale_None)
        1    0.000    0.000    0.000    0.000 gridspec.py:648(get_position)
        4    0.000    0.000    0.000    0.000 path.py:607(get_extents)
       56    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:413(_broadcast_shape)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:2477(any)
        7    0.000    0.000    0.000    0.000 core.py:6040(__add__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 __init__.py:579(get_cachedir)
       48    0.000    0.000    0.000    0.000 fromnumeric.py:3618(round)
      324    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      142    0.000    0.000    0.000    0.000 scale.py:132(get_transform)
       14    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        4    0.000    0.000    0.000    0.000 _base.py:1922(get_data_ratio)
       23    0.000    0.000    0.000    0.000 colors.py:1234(reversed)
       24    0.000    0.000    0.000    0.000 ticker.py:1984(scale_range)
      108    0.000    0.000    0.000    0.000 ticker.py:246(fix_minus)
      162    0.000    0.000    0.000    0.000 core.py:2446(__new__)
      346    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
       41    0.000    0.000    0.000    0.000 transforms.py:2666(__init__)
      520    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       96    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        6    0.000    0.000    0.000    0.000 axis.py:1738(update_units)
       44    0.000    0.000    0.000    0.000 getlimits.py:92(_float_to_float)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      663    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      589    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      132    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
     1366    0.000    0.000    0.000    0.000 artist.py:292(axes)
       10    0.000    0.000    0.000    0.000 _base.py:1101(get_yaxis_text2_transform)
        5    0.000    0.000    0.000    0.000 _base.py:1185(_set_position)
      191    0.000    0.000    0.000    0.000 artist.py:268(convert_xunits)
       75    0.000    0.000    0.000    0.000 font_manager.py:811(set_variant)
        1    0.000    0.000    0.000    0.000 font_manager.py:1554(_get_font)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        1    0.000    0.000    0.000    0.000 pathlib.py:80(_make_selector)
        1    0.000    0.000    0.000    0.000 patches.py:4135(FancyArrowPatch)
      219    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       20    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        2    0.000    0.000    0.000    0.000 dataclasses.py:661(_cmp_fn)
     12/6    0.000    0.000    0.000    0.000 units.py:164(get_converter)
       46    0.000    0.000    0.000    0.000 artist.py:1124(set_zorder)
        1    0.000    0.000    0.000    0.000 pathlib.py:192(__init__)
       46    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       99    0.000    0.000    0.000    0.000 text.py:1259(set_verticalalignment)
       84    0.000    0.000    0.000    0.000 path.py:162(_fast_from_codes_and_verts)
      137    0.000    0.000    0.000    0.000 lines.py:89(_scale_dashes)
       72    0.000    0.000    0.000    0.000 lines.py:982(_get_markerfacecolor)
        5    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       33    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
       60    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1199(home)
     2144    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
       17    0.000    0.000    0.000    0.000 transforms.py:2575(__init__)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:89(_wrapreduction_any_all)
      219    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:105(_compile_pattern)
        1    0.000    0.000    0.000    0.000 image.py:867(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:2916(__init__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      328    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
       11    0.000    0.000    0.000    0.000 cbook.py:305(_connect_picklable)
        1    0.000    0.000    0.000    0.000 image.py:250(__init__)
       13    0.000    0.000    0.000    0.000 core.py:8789(getdoc)
       11    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 transforms.py:1468(__array__)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
       83    0.000    0.000    0.000    0.000 numerictypes.py:471(issubdtype)
       12    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
        1    0.000    0.000    0.000    0.000 _base.py:873(set_figure)
       53    0.000    0.000    0.000    0.000 text.py:1227(set_rotation)
        2    0.000    0.000    0.000    0.000 ticker.py:2056(__init__)
      108    0.000    0.000    0.000    0.000 transforms.py:2208(<lambda>)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
     1136    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      254    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
       21    0.000    0.000    0.000    0.000 artist.py:1013(set_alpha)
     1226    0.000    0.000    0.000    0.000 font_manager.py:717(get_family)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       35    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
      813    0.000    0.000    0.000    0.000 transforms.py:1926(get_matrix)
        2    0.000    0.000    0.000    0.000 typing.py:2854(__new__)
      108    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:3742(set_xlim)
       99    0.000    0.000    0.000    0.000 text.py:1010(set_horizontalalignment)
        2    0.000    0.000    0.000    0.000 ticker.py:2116(set_params)
      794    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      356    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
       11    0.000    0.000    0.000    0.000 patches.py:395(set_facecolor)
       60    0.000    0.000    0.000    0.000 lines.py:1143(set_linewidth)
       10    0.000    0.000    0.000    0.000 pathlib.py:837(stat)
       12    0.000    0.000    0.000    0.000 functools.py:651(cache)
      167    0.000    0.000    0.000    0.000 __init__.py:1351(_val_or_rc)
      343    0.000    0.000    0.000    0.000 text.py:1275(set_text)
      191    0.000    0.000    0.000    0.000 artist.py:280(convert_yunits)
      165    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
       14    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       26    0.000    0.000    0.000    0.000 core.py:966(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
      175    0.000    0.000    0.000    0.000 artist.py:448(get_transform)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
      219    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        3    0.000    0.000    0.000    0.000 pathlib.py:1400(expanduser)
      144    0.000    0.000    0.000    0.000 text.py:687(_get_wrapped_text)
      322    0.000    0.000    0.000    0.000 rcsetup.py:893(_convert_validator_spec)
       65    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       60    0.000    0.000    0.000    0.000 lines.py:1423(set_dash_capstyle)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    0.000    0.000 contextlib.py:511(enter_context)
     1250    0.000    0.000    0.000    0.000 font_manager.py:762(get_size)
      422    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       44    0.000    0.000    0.000    0.000 results.py:573(copy)
       24    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 patches.py:388(_set_facecolor)
      408    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      488    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
